enrollee_id,full_name,city,gender,enrolled_university,education_level,major_discipline,relevent_experience,experience,company_size,company_type,last_new_job,training_hours,employed
12397,Chris Brown,city_21,male,no_enrollment,masters,stem,No relevent experience,1,50-99,pvt ltd,1,51,0.0
792,Jane Miller,city_23,male,part time course,graduate,stem,No relevent experience,5,10000+,pvt ltd,3,5,0.0
30451,Alex Garcia,city_103,other,no_enrollment,graduate,stem,Has relevent experience,5,unknown,unknown,2,113,1.0
26691,Sarah Miller,city_114,male,no_enrollment,masters,business degree,No relevent experience,<1,unknown,unknown,2,34,1.0
28296,Alex Martinez,city_103,male,full time course,graduate,stem,No relevent experience,4,500-999,pvt ltd,1,82,0.0
11258,David Davis,city_16,other,no_enrollment,graduate,stem,No relevent experience,>20,unknown,unknown,1,45,0.0
16137,Jane Smith,city_21,male,no_enrollment,masters,other,No relevent experience,15,unknown,public sector,3,95,1.0
1262,Jane Garcia,city_160,male,no_enrollment,graduate,stem,No relevent experience,17,unknown,unknown,2,12,0.0
29574,Mike Garcia,city_41,male,part time course,graduate,stem,Has relevent experience,7,<10,funded startup,3,48,0.0
31531,Katie Brown,city_16,male,no_enrollment,graduate,stem,Has relevent experience,12,1000-4999,pvt ltd,4,108,0.0
13841,Chris Miller,city_83,other,no_enrollment,graduate,stem,Has relevent experience,10,unknown,unknown,>4,196,1.0
14759,John Hernandez,city_136,other,part time course,masters,stem,Has relevent experience,4,unknown,unknown,2,160,0.0
1145,Jane Brown,city_103,male,no_enrollment,graduate,stem,Has relevent experience,9,100-500,pvt ltd,3,6,0.0
30513,Emily Johnson,city_61,female,no_enrollment,graduate,stem,Has relevent experience,9,500-999,pvt ltd,1,71,0.0
16080,Sarah Davis,city_103,other,full time course,graduate,stem,No relevent experience,3,<10,public sector,2,37,1.0
10863,Jane Hernandez,city_71,male,no_enrollment,masters,stem,Has relevent experience,15,100-500,pvt ltd,never,12,0.0
1221,John Brown,city_40,male,no_enrollment,masters,stem,Has relevent experience,10,1000-4999,pvt ltd,1,32,0.0
10910,Chris Johnson,city_16,male,no_enrollment,masters,stem,Has relevent experience,19,unknown,unknown,1,320,0.0
14544,Laura Hernandez,city_114,male,no_enrollment,graduate,stem,Has relevent experience,6,unknown,pvt ltd,never,26,0.0
17324,David Smith,city_136,other,full time course,graduate,stem,No relevent experience,2,unknown,unknown,never,37,1.0
20726,Mike Johnson,city_71,male,no_enrollment,masters,stem,Has relevent experience,>20,50-99,pvt ltd,1,232,0.0
19724,Mike Smith,city_73,male,no_enrollment,graduate,stem,No relevent experience,13,unknown,unknown,1,18,1.0
2739,Chris Martinez,city_16,other,no_enrollment,graduate,stem,Has relevent experience,7,<10,pvt ltd,>4,105,0.0
18603,Alex Davis,city_160,female,no_enrollment,graduate,stem,Has relevent experience,5,10000+,pvt ltd,1,102,0.0
21953,Jane Smith,city_102,other,no_enrollment,masters,stem,Has relevent experience,3,unknown,pvt ltd,1,11,0.0
15955,Laura Brown,city_103,male,no_enrollment,masters,stem,Has relevent experience,10,100-500,pvt ltd,2,74,0.0
22358,David Smith,city_165,male,no_enrollment,graduate,no major,Has relevent experience,>20,100-500,pvt ltd,2,42,0.0
23778,Mike Williams,city_114,male,no_enrollment,masters,stem,Has relevent experience,>20,unknown,unknown,never,58,0.0
13966,Jane Hernandez,city_64,male,no_enrollment,graduate,stem,Has relevent experience,2,5000-9999,pvt ltd,1,124,0.0
3687,Emily Smith,city_103,male,full time course,graduate,business degree,No relevent experience,2,100-500,pvt ltd,1,43,0.0
32182,Katie Brown,city_114,male,no_enrollment,graduate,stem,Has relevent experience,4,10/49,early stage startup,1,31,0.0
3837,David Davis,city_103,male,no_enrollment,graduate,stem,Has relevent experience,1,100-500,other,1,53,0.0
19306,Laura Johnson,city_99,female,no_enrollment,graduate,stem,Has relevent experience,18,50-99,unknown,2,28,0.0
32737,Katie Williams,city_160,male,no_enrollment,graduate,stem,Has relevent experience,11,10/49,unknown,1,9,0.0
15943,Laura Jones,city_74,male,no_enrollment,graduate,stem,Has relevent experience,2,unknown,pvt ltd,1,8,1.0
381,David Garcia,city_145,other,no_enrollment,graduate,stem,Has relevent experience,6,unknown,unknown,2,92,0.0
18661,Sarah Williams,city_21,other,no_enrollment,graduate,stem,Has relevent experience,6,unknown,unknown,2,39,1.0
1625,John Williams,city_160,male,no_enrollment,masters,stem,Has relevent experience,>20,10000+,pvt ltd,>4,32,1.0
23953,David Garcia,city_19,female,no_enrollment,graduate,other,Has relevent experience,>20,unknown,unknown,2,63,0.0
23240,John Hernandez,city_73,male,full time course,graduate,stem,Has relevent experience,5,10000+,pvt ltd,1,7,0.0
8467,Sarah Jones,city_160,male,full time course,high school,stem,Has relevent experience,5,100-500,funded startup,1,6,0.0
2392,Emily Jones,city_16,male,no_enrollment,graduate,other,Has relevent experience,10,unknown,unknown,>4,116,0.0
19280,Emily Williams,city_103,female,no_enrollment,graduate,humanities,Has relevent experience,6,unknown,unknown,1,280,0.0
22552,Sarah Johnson,city_21,male,full time course,graduate,stem,Has relevent experience,4,<10,pvt ltd,1,49,1.0
16930,Jane Hernandez,city_114,male,no_enrollment,masters,stem,Has relevent experience,19,10000+,pvt ltd,1,294,0.0
7972,Laura Smith,city_28,other,no_enrollment,graduate,stem,No relevent experience,10,1000-4999,unknown,1,22,0.0
20395,Jane Johnson,city_19,female,no_enrollment,graduate,stem,Has relevent experience,7,5000-9999,pvt ltd,1,23,1.0
6874,Jane Martinez,city_70,other,no_enrollment,high school,stem,No relevent experience,2,unknown,unknown,never,9,0.0
2319,Emily Williams,city_103,male,no_enrollment,graduate,stem,Has relevent experience,3,10000+,pvt ltd,1,72,0.0
33222,Emily Garcia,city_21,male,no_enrollment,high school,stem,No relevent experience,<1,unknown,pvt ltd,never,35,0.0
26360,David Miller,city_103,female,no_enrollment,graduate,stem,Has relevent experience,16,10/49,pvt ltd,1,29,0.0
3129,Laura Smith,city_16,male,no_enrollment,graduate,stem,No relevent experience,5,unknown,unknown,1,8,0.0
27613,Chris Smith,city_102,male,no_enrollment,masters,stem,Has relevent experience,8,10/49,pvt ltd,4,156,0.0
17992,Sarah Martinez,city_21,male,full time course,graduate,stem,No relevent experience,3,unknown,unknown,never,62,1.0
373,Chris Martinez,city_10,male,no_enrollment,graduate,stem,Has relevent experience,18,50-99,funded startup,1,24,0.0
1052,Laura Garcia,city_16,other,full time course,masters,stem,No relevent experience,15,unknown,unknown,>4,12,1.0
2966,Emily Davis,city_61,male,no_enrollment,masters,stem,Has relevent experience,>20,10000+,pvt ltd,1,50,0.0
31847,Emily Hernandez,city_103,male,no_enrollment,masters,stem,Has relevent experience,>20,unknown,unknown,>4,87,0.0
14856,John Garcia,city_72,other,full time course,high school,stem,No relevent experience,3,50-99,pvt ltd,3,4,0.0
3616,Sarah Johnson,city_160,male,no_enrollment,graduate,stem,Has relevent experience,8,1000-4999,other,1,9,0.0
29232,Jane Smith,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,100-500,pvt ltd,1,72,0.0
27445,Laura Johnson,city_160,male,no_enrollment,graduate,humanities,Has relevent experience,7,unknown,unknown,1,102,1.0
18249,Mike Miller,city_103,male,no_enrollment,graduate,stem,Has relevent experience,16,10/49,funded startup,2,11,0.0
4178,Mike Miller,city_16,male,no_enrollment,graduate,stem,Has relevent experience,>20,10000+,pvt ltd,4,22,0.0
12280,Emily Martinez,city_152,other,full time course,graduate,business degree,No relevent experience,<1,100-500,early stage startup,1,25,0.0
869,Sarah Williams,city_23,male,no_enrollment,graduate,stem,Has relevent experience,14,1000-4999,pvt ltd,2,51,0.0
16465,Laura Brown,city_104,male,no_enrollment,masters,stem,Has relevent experience,19,unknown,pvt ltd,1,23,0.0
9794,David Davis,city_103,male,full time course,high school,stem,Has relevent experience,8,unknown,unknown,1,48,0.0
7891,Laura Johnson,city_21,other,no_enrollment,graduate,stem,Has relevent experience,3,<10,pvt ltd,1,23,1.0
18328,Mike Brown,city_19,male,no_enrollment,graduate,stem,Has relevent experience,5,unknown,unknown,1,37,1.0
23676,Jane Johnson,city_160,male,full time course,graduate,stem,Has relevent experience,>20,unknown,unknown,>4,39,0.0
17091,Jane Davis,city_103,male,full time course,high school,stem,No relevent experience,1,unknown,unknown,1,45,0.0
16906,Emily Martinez,city_114,male,no_enrollment,phd,stem,No relevent experience,>20,unknown,unknown,>4,16,0.0
7578,Chris Brown,city_75,male,no_enrollment,graduate,other,No relevent experience,>20,<10,pvt ltd,>4,83,0.0
10445,Laura Smith,city_21,other,no_enrollment,masters,stem,Has relevent experience,12,100-500,pvt ltd,>4,14,0.0
27788,Jane Martinez,city_16,male,no_enrollment,primary school,stem,No relevent experience,5,unknown,unknown,never,62,0.0
17566,Sarah Garcia,city_103,male,no_enrollment,graduate,stem,Has relevent experience,2,5000-9999,pvt ltd,1,77,0.0
9935,Jane Smith,city_142,male,no_enrollment,graduate,stem,Has relevent experience,7,<10,funded startup,2,56,0.0
3792,Laura Hernandez,city_160,male,no_enrollment,graduate,stem,No relevent experience,9,500-999,pvt ltd,2,24,1.0
2017,Laura Smith,city_165,male,no_enrollment,masters,humanities,No relevent experience,>20,1000-4999,pvt ltd,>4,6,0.0
15319,John Davis,city_19,male,no_enrollment,graduate,stem,Has relevent experience,5,100-500,pvt ltd,2,15,0.0
24083,Katie Hernandez,city_21,other,no_enrollment,graduate,stem,Has relevent experience,1,50-99,pvt ltd,1,50,1.0
8306,Alex Williams,city_53,male,no_enrollment,graduate,no major,No relevent experience,<1,1000-4999,pvt ltd,1,22,1.0
30924,Mike Brown,city_14,male,no_enrollment,masters,stem,Has relevent experience,15,50-99,pvt ltd,1,4,0.0
27758,Laura Smith,city_103,other,no_enrollment,graduate,stem,Has relevent experience,>20,<10,pvt ltd,>4,19,0.0
23850,Mike Miller,city_36,male,no_enrollment,masters,stem,Has relevent experience,18,10/49,unknown,1,24,0.0
10656,John Williams,city_19,male,full time course,graduate,stem,No relevent experience,3,unknown,unknown,1,75,1.0
19819,Jane Martinez,city_16,male,no_enrollment,graduate,stem,Has relevent experience,5,<10,pvt ltd,1,29,0.0
5771,Jane Brown,city_105,male,no_enrollment,masters,stem,Has relevent experience,16,100-500,pvt ltd,>4,89,0.0
31438,Katie Jones,city_21,male,full time course,graduate,stem,No relevent experience,3,unknown,pvt ltd,never,48,1.0
16915,David Hernandez,city_103,other,no_enrollment,graduate,arts,No relevent experience,>20,unknown,pvt ltd,3,34,0.0
8579,John Martinez,city_45,male,no_enrollment,graduate,stem,Has relevent experience,8,50-99,pvt ltd,never,36,0.0
23658,Katie Johnson,city_115,male,no_enrollment,graduate,stem,Has relevent experience,<1,unknown,unknown,2,107,1.0
198,Mike Martinez,city_16,male,no_enrollment,masters,stem,Has relevent experience,>20,500-999,pvt ltd,>4,66,0.0
14560,Laura Brown,city_27,male,no_enrollment,graduate,stem,Has relevent experience,9,50-99,unknown,1,288,0.0
27655,Mike Garcia,city_114,male,no_enrollment,masters,stem,Has relevent experience,>20,5000-9999,pvt ltd,1,116,1.0
33232,Katie Hernandez,city_21,other,no_enrollment,graduate,stem,Has relevent experience,7,100-500,pvt ltd,never,51,0.0
15464,Alex Smith,city_19,male,no_enrollment,graduate,stem,No relevent experience,1,unknown,unknown,never,284,1.0
26155,Laura Martinez,city_103,female,no_enrollment,graduate,humanities,Has relevent experience,17,1000-4999,pvt ltd,1,20,0.0
30081,John Davis,city_103,male,no_enrollment,masters,stem,Has relevent experience,>20,50-99,funded startup,1,48,1.0
9298,Emily Davis,city_149,male,no_enrollment,graduate,stem,Has relevent experience,9,100-500,pvt ltd,never,56,0.0
25945,Katie Jones,city_75,male,no_enrollment,graduate,stem,Has relevent experience,10,10/49,pvt ltd,2,123,0.0
31983,Katie Brown,city_16,female,no_enrollment,graduate,humanities,Has relevent experience,18,50-99,pvt ltd,1,134,0.0
13668,Katie Miller,city_136,female,no_enrollment,masters,stem,Has relevent experience,2,50-99,funded startup,1,33,0.0
11812,David Williams,city_23,male,no_enrollment,masters,humanities,Has relevent experience,19,10/49,pvt ltd,2,150,0.0
4265,Laura Hernandez,city_160,male,no_enrollment,graduate,stem,Has relevent experience,11,unknown,unknown,3,51,1.0
5647,Jane Jones,city_26,male,no_enrollment,graduate,stem,Has relevent experience,12,500-999,pvt ltd,>4,79,0.0
4589,Mike Williams,city_21,male,no_enrollment,graduate,stem,Has relevent experience,5,100-500,pvt ltd,1,30,1.0
10627,Chris Miller,city_13,male,no_enrollment,masters,stem,Has relevent experience,17,100-500,pvt ltd,>4,102,0.0
30288,Laura Hernandez,city_103,male,no_enrollment,graduate,stem,Has relevent experience,18,1000-4999,pvt ltd,>4,8,0.0
12511,Chris Jones,city_28,male,no_enrollment,masters,stem,Has relevent experience,9,500-999,pvt ltd,1,46,0.0
21137,Laura Brown,city_50,male,no_enrollment,masters,business degree,Has relevent experience,>20,unknown,unknown,>4,110,0.0
745,Jane Hernandez,city_16,other,no_enrollment,graduate,stem,Has relevent experience,19,50-99,unknown,2,306,1.0
134,Laura Hernandez,city_21,male,no_enrollment,graduate,stem,Has relevent experience,4,50-99,funded startup,1,174,1.0
21330,Sarah Brown,city_136,other,no_enrollment,masters,stem,Has relevent experience,>20,unknown,unknown,>4,21,0.0
27402,Katie Garcia,city_103,male,no_enrollment,high school,stem,No relevent experience,3,unknown,unknown,never,96,0.0
6321,Alex Smith,city_162,other,no_enrollment,masters,stem,Has relevent experience,15,unknown,unknown,>4,46,1.0
8345,Sarah Hernandez,city_158,male,full time course,graduate,stem,No relevent experience,3,unknown,unknown,1,157,1.0
24404,Katie Hernandez,city_114,male,part time course,high school,stem,Has relevent experience,8,100-500,pvt ltd,1,21,0.0
2348,Katie Miller,city_159,other,full time course,graduate,stem,No relevent experience,7,unknown,public sector,1,28,1.0
20642,Jane Jones,city_114,male,no_enrollment,masters,stem,Has relevent experience,>20,50-99,pvt ltd,never,17,0.0
26749,Mike Hernandez,city_103,female,no_enrollment,graduate,stem,Has relevent experience,6,10000+,pvt ltd,1,200,0.0
21272,Katie Martinez,city_75,male,no_enrollment,masters,stem,Has relevent experience,>20,unknown,unknown,1,22,0.0
1972,Mike Smith,city_21,male,no_enrollment,masters,stem,Has relevent experience,5,50-99,pvt ltd,2,162,0.0
7374,Alex Davis,city_105,male,no_enrollment,graduate,business degree,Has relevent experience,2,50-99,pvt ltd,2,77,0.0
12991,Chris Davis,city_73,male,part time course,masters,stem,No relevent experience,14,unknown,unknown,1,3,1.0
31067,Katie Williams,city_103,male,no_enrollment,graduate,stem,Has relevent experience,18,1000-4999,pvt ltd,4,22,0.0
5102,Chris Garcia,city_103,male,no_enrollment,graduate,humanities,No relevent experience,5,10000+,public sector,2,21,0.0
10041,Chris Garcia,city_103,other,full time course,graduate,stem,No relevent experience,<1,unknown,unknown,2,336,1.0
6779,Katie Smith,city_74,male,full time course,graduate,stem,Has relevent experience,6,10/49,pvt ltd,1,21,1.0
31524,Mike Miller,city_160,male,no_enrollment,graduate,stem,Has relevent experience,15,100-500,unknown,1,21,0.0
565,Emily Martinez,city_103,male,no_enrollment,graduate,business degree,Has relevent experience,19,unknown,unknown,>4,100,1.0
3661,Alex Johnson,city_173,male,full time course,high school,stem,No relevent experience,4,unknown,unknown,1,90,0.0
31887,Alex Miller,city_71,male,part time course,masters,stem,Has relevent experience,5,unknown,unknown,4,22,0.0
27573,Sarah Hernandez,city_75,male,full time course,high school,stem,No relevent experience,3,<10,pvt ltd,1,4,0.0
33221,Laura Davis,city_103,male,no_enrollment,graduate,business degree,No relevent experience,15,unknown,unknown,3,47,0.0
29184,Sarah Johnson,city_176,male,full time course,graduate,stem,No relevent experience,4,unknown,unknown,1,10,0.0
21482,Jane Williams,city_21,other,no_enrollment,graduate,stem,Has relevent experience,3,50-99,unknown,1,118,1.0
3771,Sarah Garcia,city_160,other,no_enrollment,graduate,stem,No relevent experience,<1,100-500,public sector,1,38,0.0
8690,Jane Garcia,city_83,male,no_enrollment,masters,stem,Has relevent experience,>20,<10,early stage startup,>4,64,0.0
15659,Sarah Brown,city_21,male,full time course,high school,stem,No relevent experience,1,unknown,unknown,never,108,1.0
27045,Alex Johnson,city_160,male,no_enrollment,graduate,humanities,Has relevent experience,7,unknown,unknown,4,62,1.0
14912,Jane Davis,city_103,male,no_enrollment,graduate,stem,Has relevent experience,8,10000+,other,2,258,0.0
4111,Alex Smith,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,10/49,funded startup,4,95,0.0
2081,Alex Jones,city_67,male,part time course,graduate,stem,Has relevent experience,9,unknown,pvt ltd,1,62,0.0
8682,Katie Davis,city_103,male,no_enrollment,graduate,stem,Has relevent experience,9,10/49,pvt ltd,1,65,0.0
16364,Mike Hernandez,city_21,male,no_enrollment,masters,stem,Has relevent experience,9,100-500,pvt ltd,>4,36,1.0
14446,Emily Williams,city_21,male,no_enrollment,graduate,stem,Has relevent experience,7,10000+,pvt ltd,never,55,1.0
29631,Jane Williams,city_16,male,no_enrollment,graduate,stem,Has relevent experience,17,50-99,pvt ltd,>4,21,0.0
6369,Chris Davis,city_103,other,no_enrollment,graduate,stem,No relevent experience,16,unknown,unknown,>4,54,1.0
28639,Laura Williams,city_61,male,no_enrollment,graduate,stem,Has relevent experience,>20,<10,funded startup,4,42,0.0
26547,Laura Miller,city_102,other,no_enrollment,masters,business degree,No relevent experience,2,50-99,pvt ltd,1,60,0.0
8802,John Williams,city_76,male,no_enrollment,graduate,stem,No relevent experience,1,unknown,unknown,never,42,0.0
23729,Jane Brown,city_150,male,no_enrollment,graduate,stem,Has relevent experience,>20,10000+,unknown,>4,35,0.0
32461,John Hernandez,city_103,male,no_enrollment,graduate,stem,Has relevent experience,19,10000+,pvt ltd,>4,135,0.0
27056,Mike Smith,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,100-500,pvt ltd,2,48,0.0
23762,Mike Smith,city_21,male,no_enrollment,graduate,stem,Has relevent experience,6,10/49,funded startup,1,58,1.0
13976,Laura Brown,city_103,male,no_enrollment,graduate,humanities,Has relevent experience,15,unknown,ngo,2,63,0.0
8062,Mike Jones,city_45,male,full time course,graduate,stem,Has relevent experience,4,10/49,pvt ltd,2,100,0.0
10781,John Hernandez,city_21,male,full time course,graduate,stem,Has relevent experience,5,10000+,pvt ltd,1,12,1.0
28119,Jane Smith,city_103,male,no_enrollment,high school,stem,No relevent experience,3,1000-4999,public sector,1,55,0.0
12268,Chris Hernandez,city_7,other,full time course,graduate,stem,No relevent experience,15,unknown,unknown,2,23,1.0
14305,Katie Williams,city_72,male,no_enrollment,graduate,stem,Has relevent experience,10,<10,pvt ltd,1,16,0.0
4816,Chris Williams,city_100,other,no_enrollment,masters,stem,Has relevent experience,8,unknown,unknown,3,82,0.0
23066,Alex Johnson,city_103,male,no_enrollment,masters,stem,Has relevent experience,4,unknown,unknown,1,99,0.0
24360,Jane Hernandez,city_173,other,no_enrollment,masters,stem,No relevent experience,7,1000-4999,pvt ltd,3,40,0.0
15501,Alex Jones,city_21,male,full time course,graduate,stem,Has relevent experience,16,unknown,unknown,never,39,0.0
27566,Katie Martinez,city_103,male,no_enrollment,masters,stem,Has relevent experience,13,10000+,pvt ltd,1,14,0.0
31105,Chris Garcia,city_21,male,full time course,graduate,stem,No relevent experience,2,unknown,unknown,1,222,1.0
21941,Sarah Garcia,city_73,male,no_enrollment,graduate,stem,Has relevent experience,13,100-500,pvt ltd,3,47,1.0
17383,Chris Brown,city_11,other,part time course,primary school,stem,Has relevent experience,1,unknown,unknown,1,9,1.0
7026,Laura Jones,city_100,male,full time course,high school,stem,No relevent experience,4,unknown,unknown,never,23,0.0
6802,John Smith,city_61,male,no_enrollment,masters,stem,Has relevent experience,>20,unknown,unknown,1,98,0.0
8855,Emily Smith,city_16,male,no_enrollment,graduate,stem,Has relevent experience,7,500-999,pvt ltd,>4,106,0.0
18077,John Miller,city_114,male,full time course,graduate,stem,Has relevent experience,13,unknown,unknown,>4,3,0.0
18395,Chris Hernandez,city_114,female,no_enrollment,graduate,other,Has relevent experience,4,50-99,pvt ltd,1,57,0.0
2997,Alex Davis,city_103,male,no_enrollment,graduate,stem,Has relevent experience,17,10000+,public sector,4,74,0.0
14960,Mike Brown,city_21,male,full time course,high school,stem,No relevent experience,3,unknown,unknown,1,95,0.0
11819,Sarah Miller,city_45,male,no_enrollment,graduate,stem,No relevent experience,2,unknown,unknown,never,33,0.0
30147,Mike Martinez,city_61,male,part time course,graduate,stem,Has relevent experience,7,unknown,unknown,1,10,0.0
8338,John Miller,city_21,other,no_enrollment,masters,stem,Has relevent experience,12,unknown,unknown,1,19,0.0
22467,Emily Johnson,city_21,male,no_enrollment,masters,stem,Has relevent experience,3,50-99,funded startup,1,111,1.0
425,Alex Jones,city_103,male,no_enrollment,graduate,stem,Has relevent experience,9,<10,pvt ltd,2,12,0.0
4584,John Johnson,city_176,other,full time course,graduate,stem,No relevent experience,2,unknown,unknown,2,58,1.0
4903,Alex Davis,city_67,male,no_enrollment,graduate,stem,No relevent experience,>20,unknown,unknown,>4,13,0.0
2480,Mike Hernandez,city_21,male,full time course,graduate,other,Has relevent experience,<1,unknown,unknown,1,41,1.0
15445,David Davis,city_57,male,no_enrollment,masters,stem,Has relevent experience,>20,100-500,pvt ltd,>4,41,0.0
18906,Alex Jones,city_103,male,no_enrollment,graduate,stem,Has relevent experience,4,100-500,pvt ltd,1,54,0.0
26054,Jane Hernandez,city_21,male,no_enrollment,graduate,stem,Has relevent experience,6,500-999,funded startup,4,58,1.0
29718,Mike Smith,city_114,male,no_enrollment,high school,stem,No relevent experience,>20,50-99,pvt ltd,>4,6,0.0
24814,John Jones,city_73,male,no_enrollment,graduate,stem,Has relevent experience,1,50-99,early stage startup,1,34,0.0
31919,Laura Smith,city_45,male,full time course,graduate,stem,No relevent experience,5,unknown,unknown,3,89,1.0
2338,David Davis,city_61,male,no_enrollment,high school,stem,Has relevent experience,6,10000+,pvt ltd,1,3,0.0
19728,Laura Martinez,city_114,male,no_enrollment,high school,stem,No relevent experience,11,10000+,pvt ltd,4,52,0.0
26878,Sarah Miller,city_23,male,no_enrollment,graduate,stem,Has relevent experience,16,10/49,funded startup,2,9,1.0
7898,David Brown,city_67,male,no_enrollment,graduate,stem,Has relevent experience,2,100-500,pvt ltd,1,20,0.0
6756,Katie Garcia,city_136,male,no_enrollment,masters,stem,No relevent experience,16,10000+,pvt ltd,>4,156,0.0
32372,Chris Smith,city_105,male,no_enrollment,graduate,stem,Has relevent experience,15,unknown,unknown,2,42,0.0
14405,Alex Miller,city_123,female,no_enrollment,phd,stem,No relevent experience,2,5000-9999,pvt ltd,1,12,0.0
26635,Chris Johnson,city_20,other,part time course,graduate,stem,Has relevent experience,4,50-99,pvt ltd,1,11,0.0
29050,Sarah Miller,city_103,male,no_enrollment,graduate,stem,Has relevent experience,13,500-999,pvt ltd,4,64,0.0
16358,Jane Garcia,city_114,male,no_enrollment,masters,stem,Has relevent experience,>20,unknown,unknown,1,123,0.0
21145,John Miller,city_173,other,no_enrollment,high school,stem,No relevent experience,3,unknown,unknown,never,85,0.0
22563,Katie Smith,city_136,other,no_enrollment,graduate,stem,No relevent experience,2,unknown,unknown,1,63,0.0
30786,David Brown,city_103,male,no_enrollment,graduate,stem,Has relevent experience,15,1000-4999,public sector,3,88,1.0
31097,John Davis,city_36,male,no_enrollment,graduate,stem,Has relevent experience,7,500-999,pvt ltd,1,19,0.0
4918,Alex Hernandez,city_103,other,full time course,high school,stem,No relevent experience,4,unknown,public sector,3,27,1.0
19598,Katie Williams,city_16,male,no_enrollment,graduate,stem,Has relevent experience,8,50-99,pvt ltd,1,24,0.0
30804,Jane Williams,city_104,male,no_enrollment,graduate,arts,No relevent experience,>20,unknown,unknown,2,258,1.0
31901,Laura Miller,city_99,male,no_enrollment,masters,stem,Has relevent experience,>20,<10,pvt ltd,1,104,0.0
33314,Laura Garcia,city_103,male,no_enrollment,graduate,stem,Has relevent experience,>20,10000+,pvt ltd,>4,28,0.0
16551,Alex Davis,city_16,male,part time course,graduate,stem,Has relevent experience,>20,100-500,pvt ltd,>4,9,1.0
5906,Katie Davis,city_71,male,no_enrollment,graduate,stem,Has relevent experience,>20,100-500,pvt ltd,1,14,0.0
11930,Jane Johnson,city_102,male,no_enrollment,graduate,stem,Has relevent experience,>20,50-99,pvt ltd,>4,67,0.0
29239,Jane Williams,city_103,male,full time course,high school,stem,No relevent experience,7,unknown,unknown,1,206,0.0
28698,Sarah Williams,city_21,male,full time course,graduate,stem,Has relevent experience,2,10/49,pvt ltd,1,182,1.0
27040,Laura Hernandez,city_16,male,no_enrollment,graduate,stem,Has relevent experience,9,10/49,pvt ltd,>4,97,0.0
26484,Jane Hernandez,city_136,male,no_enrollment,masters,stem,Has relevent experience,5,100-500,pvt ltd,1,57,0.0
28204,David Garcia,city_28,other,full time course,masters,stem,Has relevent experience,>20,100-500,funded startup,>4,76,0.0
6926,David Garcia,city_21,other,no_enrollment,masters,stem,Has relevent experience,>20,unknown,unknown,>4,58,0.0
14984,Mike Johnson,city_103,male,part time course,graduate,stem,Has relevent experience,3,50-99,pvt ltd,2,80,0.0
18373,Emily Martinez,city_138,male,no_enrollment,graduate,stem,Has relevent experience,9,10/49,pvt ltd,1,166,1.0
26262,Laura Garcia,city_103,male,no_enrollment,graduate,business degree,Has relevent experience,>20,500-999,funded startup,>4,22,0.0
32704,Emily Miller,city_16,male,no_enrollment,graduate,stem,Has relevent experience,8,100-500,pvt ltd,1,15,0.0
17288,David Garcia,city_21,female,no_enrollment,masters,stem,Has relevent experience,3,<10,funded startup,2,34,1.0
25815,Mike Davis,city_90,male,no_enrollment,graduate,stem,No relevent experience,12,unknown,unknown,1,146,1.0
15390,Mike Martinez,city_74,male,no_enrollment,graduate,stem,No relevent experience,2,unknown,unknown,1,13,0.0
14753,Laura Johnson,city_114,other,no_enrollment,high school,stem,Has relevent experience,5,<10,funded startup,2,210,0.0
27474,Laura Garcia,city_103,male,no_enrollment,graduate,stem,Has relevent experience,14,<10,pvt ltd,1,120,0.0
21186,Chris Miller,city_103,male,no_enrollment,primary school,stem,No relevent experience,6,unknown,unknown,never,85,0.0
22910,Sarah Davis,city_40,other,no_enrollment,masters,stem,Has relevent experience,16,100-500,pvt ltd,4,21,0.0
18522,Chris Smith,city_50,other,no_enrollment,graduate,stem,No relevent experience,16,50-99,pvt ltd,1,100,0.0
8313,Jane Johnson,city_136,male,no_enrollment,masters,stem,Has relevent experience,11,<10,pvt ltd,3,40,0.0
23578,Sarah Brown,city_103,male,no_enrollment,graduate,stem,Has relevent experience,2,50-99,funded startup,2,29,0.0
31787,Alex Martinez,city_103,female,no_enrollment,phd,stem,Has relevent experience,>20,100-500,funded startup,1,61,0.0
30494,Katie Jones,city_21,other,no_enrollment,graduate,stem,Has relevent experience,5,500-999,pvt ltd,1,82,0.0
19241,David Garcia,city_24,male,no_enrollment,graduate,stem,Has relevent experience,4,unknown,unknown,1,106,0.0
11250,Chris Martinez,city_114,other,full time course,graduate,stem,No relevent experience,4,10000+,ngo,1,68,0.0
20646,Katie Smith,city_50,other,full time course,masters,stem,Has relevent experience,8,1000-4999,unknown,never,97,0.0
15020,Emily Jones,city_114,male,no_enrollment,masters,stem,Has relevent experience,14,500-999,pvt ltd,>4,70,0.0
15605,Jane Miller,city_21,other,no_enrollment,graduate,stem,Has relevent experience,3,10/49,pvt ltd,2,5,1.0
23552,Emily Jones,city_16,male,full time course,high school,stem,No relevent experience,3,<10,pvt ltd,1,50,0.0
11387,Emily Miller,city_75,male,no_enrollment,primary school,stem,No relevent experience,3,unknown,unknown,never,23,0.0
8774,Jane Brown,city_103,other,no_enrollment,graduate,stem,Has relevent experience,9,500-999,funded startup,1,304,0.0
